Title,ID,Rating,Release Year,Duration,BoxOfficeMojo_Link
4932. The Human Centipede III (Final Sequence),tt1883367,2.7,2010,2h 4m,https://www.boxofficemojo.com/title/tt1883367/
4933. 15/07: Break of Dawn,tt14878948,1.2,2h 13m,1h 52m,https://www.boxofficemojo.com/title/tt14878948/
4934. Bunraku,tt1181795,6.1,PG-13,2h 40m,https://www.boxofficemojo.com/title/tt1181795/
4935. The Sweeney,tt0857190,6.1,2006,1h 32m,https://www.boxofficemojo.com/title/tt0857190/
4936. Dabangg 3,tt7059844,3.0,1h 26m,1h 41m,https://www.boxofficemojo.com/title/tt7059844/
4937. My Sassy Girl,tt0404254,6.2,PG,1h 27m,https://www.boxofficemojo.com/title/tt0404254/
4938. The Ledge,tt1535970,6.5,2005,1h 36m,https://www.boxofficemojo.com/title/tt1535970/
4939. Absentia,tt1610996,5.8,1h 34m,1h 55m,https://www.boxofficemojo.com/title/tt1610996/
4940. There's Someone Inside Your House,tt8150814,4.9,R,1h 28m,https://www.boxofficemojo.com/title/tt8150814/
4941. La belle époque,tt9172422,7.4,2012,1h 28m,https://www.boxofficemojo.com/title/tt9172422/
4942. Darkness,tt0273517,5.4,2h 9m,1h 30m,https://www.boxofficemojo.com/title/tt0273517/
4943. Cockneys vs Zombies,tt1362058,5.9,R,2h 50m,https://www.boxofficemojo.com/title/tt1362058/
4944. Villains,tt6378710,6.2,2014,1h 43m,https://www.boxofficemojo.com/title/tt6378710/
4945. Dil Dhadakne Do,tt4110568,7.0,1h 34m,1h 33m,https://www.boxofficemojo.com/title/tt4110568/
4946. Ramona and Beezus,tt0493949,6.5,R,1h 38m,https://www.boxofficemojo.com/title/tt0493949/
4947. Radius,tt6097798,6.2,2015,1h 56m,https://www.boxofficemojo.com/title/tt6097798/
4948. Life of Crime,tt1663207,5.8,1h 39m,1h 28m,https://www.boxofficemojo.com/title/tt1663207/
4949. Through My Window,tt14463484,5.5,R,1h 32m,https://www.boxofficemojo.com/title/tt14463484/
4950. Just Visiting,tt0189192,5.7,2007,1h 50m,https://www.boxofficemojo.com/title/tt0189192/
4951. Dark Crimes,tt1901024,4.6,1h 38m,1h 34m,https://www.boxofficemojo.com/title/tt1901024/
4952. Paper Man,tt0437405,6.5,PG-13,1h 45m,https://www.boxofficemojo.com/title/tt0437405/
4953. Open Water 2: Adrift,tt0470055,5.2,2016,1h 43m,https://www.boxofficemojo.com/title/tt0470055/
4954. Kodachrome,tt1880399,6.8,1h 37m,1h 58m,https://www.boxofficemojo.com/title/tt1880399/
4955. Happiness for Beginners,tt15509244,6.1,PG,1h 28m,https://www.boxofficemojo.com/title/tt15509244/
4956. Lords of Chaos,tt4669296,6.6,2008,1h 25m,https://www.boxofficemojo.com/title/tt4669296/
4957. Hypnotic,tt12383460,5.3,1h 53m,1h 43m,https://www.boxofficemojo.com/title/tt12383460/
4958. Rampage,tt1337057,6.2,PG-13,1h 38m,https://www.boxofficemojo.com/title/tt1337057/
4959. The Occupant,tt9345754,6.4,2005,2h 1m,https://www.boxofficemojo.com/title/tt9345754/
4960. The Shaggy Dog,tt0393735,4.4,1h 46m,1h 39m,https://www.boxofficemojo.com/title/tt0393735/
4961. Lantana,tt0259393,7.2,R,1h 39m,https://www.boxofficemojo.com/title/tt0259393/
4962. The Noel Diary,tt13007592,6.1,2016,1h 59m,https://www.boxofficemojo.com/title/tt13007592/
4963. Single All the Way,tt14315756,6.2,1h 38m,1h 23m,https://www.boxofficemojo.com/title/tt14315756/
4964. Journal 64,tt6916362,7.4,R,1h 45m,https://www.boxofficemojo.com/title/tt6916362/
4965. Planes: Fire & Rescue,tt2980706,5.9,2011,1h 43m,https://www.boxofficemojo.com/title/tt2980706/
4966. The Young and Prodigious T.S. Spivet,tt1981107,7.0,1h 34m,1h 29m,https://www.boxofficemojo.com/title/tt1981107/
4967. Faces in the Crowd,tt1536410,5.7,PG,2h 11m,https://www.boxofficemojo.com/title/tt1536410/
4968. Hell Fest,tt1999890,5.5,2005,1h 27m,https://www.boxofficemojo.com/title/tt1999890/
4969. Shaolin,tt1533749,6.8,1h 47m,2h,https://www.boxofficemojo.com/title/tt1533749/
4970. Get Over It,tt0192071,5.7,R,1h 34m,https://www.boxofficemojo.com/title/tt0192071/
4971. Manjhi: The Mountain Man,tt3449292,8.0,2018,1h 35m,https://www.boxofficemojo.com/title/tt3449292/
4972. Tracers,tt2401097,5.6,2h,2h,https://www.boxofficemojo.com/title/tt2401097/
4973. The Wretched,tt8305806,5.8,R,1h 24m,https://www.boxofficemojo.com/title/tt8305806/
4974. Dabangg 2,tt2112131,4.8,2022,1h 21m,https://www.boxofficemojo.com/title/tt2112131/
4975. We Are Still Here,tt3520418,5.7,1h 52m,2h 13m,https://www.boxofficemojo.com/title/tt3520418/
4976. V/H/S Viral,tt3704538,4.2,R,1h 32m,https://www.boxofficemojo.com/title/tt3704538/
4977. The Best of Enemies,tt4807408,7.3,2010,1h 52m,https://www.boxofficemojo.com/title/tt4807408/
4978. Breach,tt9820556,2.9,2h 13m,2h 10m,https://www.boxofficemojo.com/title/tt9820556/
4979. Cargo,tt0381940,6.1,PG-13,2h 25m,https://www.boxofficemojo.com/title/tt0381940/
4980. Flame & Citron,tt0920458,7.2,2011,1h 54m,https://www.boxofficemojo.com/title/tt0920458/
4981. Ready,tt1708532,4.9,1h 23m,1h 56m,https://www.boxofficemojo.com/title/tt1708532/
4982. The Tale,tt4015500,7.2,R,1h 35m,https://www.boxofficemojo.com/title/tt4015500/
4983. King of Devil's Island,tt1332134,7.4,2023,1h 52m,https://www.boxofficemojo.com/title/tt1332134/
4984. Waiting for Forever,tt1296898,5.9,1h 49m,2h 19m,https://www.boxofficemojo.com/title/tt1296898/
4985. Cinayet Süsü,tt9675274,6.7,PG-13,1h 33m,https://www.boxofficemojo.com/title/tt9675274/
4986. Along With the Gods: The Two Worlds,tt7160070,7.2,2012,1h 43m,https://www.boxofficemojo.com/title/tt7160070/
4987. Resolution,tt1977895,6.4,2h 7m,1h 57m,https://www.boxofficemojo.com/title/tt1977895/
4988. Wazir,tt0315642,7.1,PG-13,1h 59m,https://www.boxofficemojo.com/title/tt0315642/
4989. In the Electric Mist,tt0910905,6.1,2001,1h 42m,https://www.boxofficemojo.com/title/tt0910905/
4990. Infernal Affairs II,tt0369060,7.2,2h 37m,1h 41m,https://www.boxofficemojo.com/title/tt0369060/
4991. Hidden Strike,tt6879446,5.4,R,2h 29m,https://www.boxofficemojo.com/title/tt6879446/
4992. Deadgirl,tt0896534,5.5,2019,1h 52m,https://www.boxofficemojo.com/title/tt0896534/
4993. Raat Akeli Hai,tt12567088,7.2,2h 12m,2h 2m,https://www.boxofficemojo.com/title/tt12567088/
4994. Miss You Already,tt2245003,6.8,R,1h 49m,https://www.boxofficemojo.com/title/tt2245003/
4995. The Congress,tt1821641,6.4,2019,1h 38m,https://www.boxofficemojo.com/title/tt1821641/
4996. The Rhythm Section,tt7134096,5.4,1h 50m,1h 20m,https://www.boxofficemojo.com/title/tt7134096/
4997. Cuban Fury,tt2390237,6.2,R,1h 56m,https://www.boxofficemojo.com/title/tt2390237/
4998. Wendy and Lucy,tt1152850,7.1,2003,1h 33m,https://www.boxofficemojo.com/title/tt1152850/
4999. Castaway on the Moon,tt1499666,8.0,2h 7m,1h 35m,https://www.boxofficemojo.com/title/tt1499666/
5000. Little Monsters,tt7390588,6.3,PG-13,1h 33m,https://www.boxofficemojo.com/title/tt7390588/
5001. Tomcats,tt0246989,5.3,2013,1h 45m,https://www.boxofficemojo.com/title/tt0246989/
5002. Bait,tt1438173,5.2,1h 57m,1h 38m,https://www.boxofficemojo.com/title/tt1438173/
5003. Echelon Conspiracy,tt1124039,5.7,R,1h 50m,https://www.boxofficemojo.com/title/tt1124039/
5004. Experimenter,tt3726704,6.6,2004,1h 43m,https://www.boxofficemojo.com/title/tt3726704/
5005. Zulu,tt2249221,6.7,1h 34m,2h 6m,https://www.boxofficemojo.com/title/tt2249221/
5006. Gerry,tt0302674,6.0,PG-13,1h 42m,https://www.boxofficemojo.com/title/tt0302674/
5007. Guzaarish,tt1438298,7.4,2022,2h 16m,https://www.boxofficemojo.com/title/tt1438298/
5008. The Intruder,tt6722030,5.6,2h 9m,2h 4m,https://www.boxofficemojo.com/title/tt6722030/
5009. Chhalaang,tt8983164,6.7,PG-13,1h 54m,https://www.boxofficemojo.com/title/tt8983164/
5010. Easy Money,tt1291652,6.7,2016,1h 37m,https://www.boxofficemojo.com/title/tt1291652/
5011. Vox Lux,tt5960374,5.8,1h 37m,1h 30m,https://www.boxofficemojo.com/title/tt5960374/
5012. Cold Prey,tt0808276,6.2,PG-13,1h 46m,https://www.boxofficemojo.com/title/tt0808276/
5013. The Grudge 3,tt1053859,4.6,2017,1h 20m,https://www.boxofficemojo.com/title/tt1053859/
5014. Next Gen,tt7133686,6.6,1h 31m,1h 31m,https://www.boxofficemojo.com/title/tt7133686/
5015. Mortal Kombat Legends: Scorpion's Revenge,tt9580138,7.4,R,1h 42m,https://www.boxofficemojo.com/title/tt9580138/
5016. Earth to Echo,tt2183034,5.7,2022,1h 30m,https://www.boxofficemojo.com/title/tt2183034/
5017. The Other Woman,tt1032825,6.3,1h 42m,1h 40m,https://www.boxofficemojo.com/title/tt1032825/
5018. Bad Ass,tt1928330,5.5,R,1h 29m,https://www.boxofficemojo.com/title/tt1928330/
5019. Clerks III,tt11128440,6.2,2012,1h 41m,https://www.boxofficemojo.com/title/tt11128440/
5020. Kidulthood,tt0435680,6.7,1h 44m,1h 44m,https://www.boxofficemojo.com/title/tt0435680/
5021. A Pigeon Sat on a Branch Reflecting on Existence,tt1883180,6.9,R,2h 35m,https://www.boxofficemojo.com/title/tt1883180/
5022. The Man Who Invented Christmas,tt6225520,7.0,2018,1h 32m,https://www.boxofficemojo.com/title/tt6225520/
5023. The Turin Horse,tt1316540,7.7,2h 19m,1h 26m,https://www.boxofficemojo.com/title/tt1316540/
5024. Thunder Road,tt7738450,7.0,Not Rated,1h 38m,https://www.boxofficemojo.com/title/tt7738450/
5025. The Promotion,tt0803057,5.6,2016,1h 58m,https://www.boxofficemojo.com/title/tt0803057/
5026. Hangman,tt3011960,5.2,1h 57m,1h 32m,https://www.boxofficemojo.com/title/tt3011960/
5027. Love Likes Coincidences,tt1807950,7.2,R,1h 31m,https://www.boxofficemojo.com/title/tt1807950/
5028. Black Christmas,tt10481868,3.5,2012,2h 30m,https://www.boxofficemojo.com/title/tt10481868/
5029. Comet,tt2965412,6.7,5h 21m,2h 23m,https://www.boxofficemojo.com/title/tt2965412/
5030. Golmaal: Fun Unlimited,tt0495034,7.5,Not Rated,1h 30m,https://www.boxofficemojo.com/title/tt0495034/
5031. Singham,tt1948150,6.8,2014,1h 34m,https://www.boxofficemojo.com/title/tt1948150/
5032. Grand Piano,tt2039345,5.9,1h 32m,1h 39m,https://www.boxofficemojo.com/title/tt2039345/
5033. Grabbers,tt1525366,6.3,PG,1h 50m,https://www.boxofficemojo.com/title/tt1525366/
5034. Alex Strangelove,tt5688996,6.3,2022,1h 27m,https://www.boxofficemojo.com/title/tt5688996/
5035. Ripley's Game,tt0265651,6.6,2h 28m,1h 32m,https://www.boxofficemojo.com/title/tt0265651/
5036. Welcome to Me,tt2788716,5.9,2021,1h 31m,https://www.boxofficemojo.com/title/tt2788716/
5037. Red Dog,tt0803061,7.3,2h 8m,1h 33m,https://www.boxofficemojo.com/title/tt0803061/
5038. The Monster,tt3976144,5.4,R,1h 40m,https://www.boxofficemojo.com/title/tt3976144/
5039. Chinese Take-Away,tt1705786,7.3,2023,1h 26m,https://www.boxofficemojo.com/title/tt1705786/
5040. Killing Me Softly,tt0250468,5.4,1h 33m,1h 27m,https://www.boxofficemojo.com/title/tt0250468/
5041. Deathgasm,tt3705412,6.3,R,2h 20m,https://www.boxofficemojo.com/title/tt3705412/
5042. Deadstream,tt12788488,6.4,2011,2h 18m,https://www.boxofficemojo.com/title/tt12788488/
5043. Blade of the Immortal,tt5084170,6.7,2h 9m,1h 35m,https://www.boxofficemojo.com/title/tt5084170/
5044. Son of God,tt3210686,5.7,PG-13,1h 37m,https://www.boxofficemojo.com/title/tt3210686/
5045. Just Before I Go,tt2980472,6.3,2004,1h 52m,https://www.boxofficemojo.com/title/tt2980472/
5046. I Could Never Be Your Woman,tt0466839,6.0,1h 27m,2h,https://www.boxofficemojo.com/title/tt0466839/
5047. One Missed Call,tt0366292,6.2,PG,1h 44m,https://www.boxofficemojo.com/title/tt0366292/
5048. Swing Vote,tt1027862,6.1,2018,1h 35m,https://www.boxofficemojo.com/title/tt1027862/
5049. The Program,tt3083008,6.5,2h 9m,1h 58m,https://www.boxofficemojo.com/title/tt3083008/
5050. Made,tt0227005,6.3,R,1h 36m,https://www.boxofficemojo.com/title/tt0227005/
5051. Skin,tt6043142,6.8,2007,1h 49m,https://www.boxofficemojo.com/title/tt6043142/
5052. The Other Side of the Door,tt3702652,5.3,1h 51m,1h 32m,https://www.boxofficemojo.com/title/tt3702652/
5053. Special Forces,tt1656192,6.3,R,1h 53m,https://www.boxofficemojo.com/title/tt1656192/
"5054. He Loves Me, He Loves Me Not",tt0291579,7.1,2004,1h 32m,https://www.boxofficemojo.com/title/tt0291579/
5055. The Grand Seduction,tt2319580,7.0,2h 6m,1h 17m,https://www.boxofficemojo.com/title/tt2319580/
5056. Everly,tt1945084,5.1,R,1h 40m,https://www.boxofficemojo.com/title/tt1945084/
5057. Polytechnique,tt1194238,7.2,2006,1h 55m,https://www.boxofficemojo.com/title/tt1194238/
5058. Not Okay,tt14814040,6.1,1h 50m,2h 2m,https://www.boxofficemojo.com/title/tt14814040/
5059. Superman II: The Richard Donner Cut,tt0839995,7.6,PG-13,1h 45m,https://www.boxofficemojo.com/title/tt0839995/
5060. Raid,tt7363076,7.4,2011,1h 27m,https://www.boxofficemojo.com/title/tt7363076/
5061. Rudderless,tt1798243,7.4,1h 42m,2h 47m,https://www.boxofficemojo.com/title/tt1798243/
5062. YPF,tt0913445,6.2,R,1h 25m,https://www.boxofficemojo.com/title/tt0913445/
5063. Akhanda,tt11773378,6.8,2005,1h 38m,https://www.boxofficemojo.com/title/tt11773378/
5064. Smiley Face,tt0780608,5.8,2h 4m,1h 35m,https://www.boxofficemojo.com/title/tt0780608/
5065. Hard Kill,tt11656172,3.1,PG-13,1h 58m,https://www.boxofficemojo.com/title/tt11656172/
5066. The Child,tt0456396,7.4,2009,2h 17m,https://www.boxofficemojo.com/title/tt0456396/
5067. Babyteeth,tt8399664,7.2,1h 37m,1h 40m,https://www.boxofficemojo.com/title/tt8399664/
5068. Dear Evan Hansen,tt9357050,6.1,PG-13,1h 42m,https://www.boxofficemojo.com/title/tt9357050/
5069. The Lazarus Project,tt0464041,6.0,2022,1h 55m,https://www.boxofficemojo.com/title/tt0464041/
5070. Tom at the Farm,tt2427892,6.9,2h 16m,1h 30m,https://www.boxofficemojo.com/title/tt2427892/
5071. The Golden Glove,tt7670212,6.7,R,1h 18m,https://www.boxofficemojo.com/title/tt7670212/
"5072. Love, Guaranteed",tt11100856,5.6,2015,1h 47m,https://www.boxofficemojo.com/title/tt11100856/
5073. Batman: Gotham by Gaslight,tt7167630,6.7,1h 57m,1h 31m,https://www.boxofficemojo.com/title/tt7167630/
5074. The Nest,tt8338762,6.3,PG-13,1h 30m,https://www.boxofficemojo.com/title/tt8338762/
5075. The Vatican Tapes,tt1524575,4.7,2002,2h 28m,https://www.boxofficemojo.com/title/tt1524575/
5076. The Night Clerk,tt7979142,5.6,1h 44m,1h 54m,https://www.boxofficemojo.com/title/tt7979142/
5077. Doctor,tt11374902,7.4,PG-13,1h 33m,https://www.boxofficemojo.com/title/tt11374902/
5078. Aftermath,tt10691162,5.3,2023,1h 33m,https://www.boxofficemojo.com/title/tt10691162/
5079. Monkeybone,tt0166276,4.8,1h 33m,1h 42m,https://www.boxofficemojo.com/title/tt0166276/
5080. Ben X,tt0953318,7.3,R,2h 11m,https://www.boxofficemojo.com/title/tt0953318/
5081. Bel Ami,tt1440732,5.4,2005,1h 38m,https://www.boxofficemojo.com/title/tt1440732/
5082. Law of Tehran,tt9817070,7.8,1h 51m,1h 36m,https://www.boxofficemojo.com/title/tt9817070/
5083. A Christmas Story Christmas,tt17220704,6.7,R,1h 35m,https://www.boxofficemojo.com/title/tt17220704/
5084. Evangelion: 3.0 You Can (Not) Redo,tt0860907,6.9,2013,1h 44m,https://www.boxofficemojo.com/title/tt0860907/
5085. Prozac Nation,tt0236640,6.2,2h 8m,1h 50m,https://www.boxofficemojo.com/title/tt0236640/
5086. Monster Trucks,tt3095734,5.7,PG-13,1h 26m,https://www.boxofficemojo.com/title/tt3095734/
5087. Il Divo,tt1023490,7.2,2017,1h 42m,https://www.boxofficemojo.com/title/tt1023490/
5088. Pimp,tt3107166,5.8,2h 1m,1h 44m,https://www.boxofficemojo.com/title/tt3107166/
5089. Brad's Status,tt5884230,6.5,R,2h 1m,https://www.boxofficemojo.com/title/tt5884230/
5090. Shrink,tt1247692,6.6,2020,1h 27m,https://www.boxofficemojo.com/title/tt1247692/
5091. Starfish,tt6915770,4.5,2h 3m,1h 35m,https://www.boxofficemojo.com/title/tt6915770/
5092. These Final Hours,tt2268458,6.6,PG-13,1h 34m,https://www.boxofficemojo.com/title/tt2268458/
5093. Lost River,tt2366608,5.7,2013,1h 55m,https://www.boxofficemojo.com/title/tt2366608/
5094. Pet,tt1183374,5.7,1h 38m,1h 34m,https://www.boxofficemojo.com/title/tt1183374/
5095. Still Walking,tt1087578,7.9,PG-13,1h 33m,https://www.boxofficemojo.com/title/tt1087578/
5096. Pay the Ghost,tt3733778,5.2,2008,1h 31m,https://www.boxofficemojo.com/title/tt3733778/
5097. The Prince,tt1085492,4.6,1h 36m,1h 45m,https://www.boxofficemojo.com/title/tt1085492/
5098. Iris,tt0280778,7.0,PG,2h 43m,https://www.boxofficemojo.com/title/tt0280778/
5099. Bilal: A New Breed of Hero,tt3576728,7.6,2013,2h 40m,https://www.boxofficemojo.com/title/tt3576728/
5100. Raajneeti,tt1291465,7.1,2h 8m,1h 52m,https://www.boxofficemojo.com/title/tt1291465/
5101. Miracle at St. Anna,tt1046997,6.1,PG-13,2h 10m,https://www.boxofficemojo.com/title/tt1046997/
5102. The Last Station,tt0824758,6.9,2023,1h 47m,https://www.boxofficemojo.com/title/tt0824758/
5103. Sandy Wexler,tt5893332,5.2,2h 7m,1h 48m,https://www.boxofficemojo.com/title/tt5893332/
5104. Little Black Book,tt0361841,5.3,PG-13,1h 42m,https://www.boxofficemojo.com/title/tt0361841/
5105. The Chumscrubber,tt0406650,6.8,2006,1h 24m,https://www.boxofficemojo.com/title/tt0406650/
5106. Monos,tt6062774,6.8,2h 2m,1h 53m,https://www.boxofficemojo.com/title/tt6062774/
5107. The Children,tt1172571,5.9,R,2h,https://www.boxofficemojo.com/title/tt1172571/
5108. Borgman,tt1954315,6.7,2011,2h 16m,https://www.boxofficemojo.com/title/tt1954315/
5109. The Kid Who Would Be King,tt6811018,6.1,1h 44m,1h 44m,https://www.boxofficemojo.com/title/tt6811018/
5110. Dhamaal,tt0845448,7.5,R,1h 40m,https://www.boxofficemojo.com/title/tt0845448/
5111. The Survivalist,tt2580382,6.4,2016,1h 53m,https://www.boxofficemojo.com/title/tt2580382/
5112. The Consequences of Love,tt0398883,7.5,1h 37m,1h 46m,https://www.boxofficemojo.com/title/tt0398883/
5113. Miss Lovely,tt1629715,7.5,PG-13,1h 50m,https://www.boxofficemojo.com/title/tt1629715/
5114. Mrs. Serial Killer,tt10230426,4.0,2015,1h 33m,https://www.boxofficemojo.com/title/tt10230426/
5115. The Edge of Love,tt0819714,6.1,1h 36m,1h 36m,https://www.boxofficemojo.com/title/tt0819714/
5116. Prey for the Devil,tt9271672,5.3,R,1h 36m,https://www.boxofficemojo.com/title/tt9271672/
5117. Dangerous Lies,tt10183816,5.4,2007,1h 55m,https://www.boxofficemojo.com/title/tt10183816/
5118. Human Nature,tt0219822,6.4,1h 29m,2h 34m,https://www.boxofficemojo.com/title/tt0219822/
5119. October,tt7700730,7.6,R,2h 15m,https://www.boxofficemojo.com/title/tt7700730/
5120. Pariyerum Perumal,tt8176054,8.7,2014,1h 34m,https://www.boxofficemojo.com/title/tt8176054/
5121. Kumbalangi Nights,tt8413338,8.5,1h 41m,1h 42m,https://www.boxofficemojo.com/title/tt8413338/
5122. Zombie Strippers!,tt0960890,4.1,G,1h 57m,https://www.boxofficemojo.com/title/tt0960890/
5123. Kin,tt6017942,5.8,2022,1h 45m,https://www.boxofficemojo.com/title/tt6017942/
5124. Country Strong,tt1555064,6.3,2h 10m,1h 54m,https://www.boxofficemojo.com/title/tt1555064/
5125. Beauty Shop,tt0388500,5.6,PG-13,1h 58m,https://www.boxofficemojo.com/title/tt0388500/
5126. Down in the Valley,tt0398027,6.4,2011,1h 33m,https://www.boxofficemojo.com/title/tt0398027/
5127. Worth,tt8009744,6.8,1h 54m,1h 37m,https://www.boxofficemojo.com/title/tt8009744/
5128. You Kill Me,tt0796375,6.4,PG-13,2h 4m,https://www.boxofficemojo.com/title/tt0796375/
5129. Haunter,tt2345567,5.9,2009,1h 39m,https://www.boxofficemojo.com/title/tt2345567/
5130. Queen of Katwe,tt4341582,7.4,1h 44m,1h 50m,https://www.boxofficemojo.com/title/tt4341582/
5131. Serving Sara,tt0261289,5.3,R,1h 51m,https://www.boxofficemojo.com/title/tt0261289/
5132. I Can Only Imagine,tt6450186,7.3,2009,2h 53m,https://www.boxofficemojo.com/title/tt6450186/
5133. The Cursed,tt9907782,6.2,2h 35m,2h 6m,https://www.boxofficemojo.com/title/tt9907782/
5134. Bharath Ane Nenu,tt6980546,7.4,R,1h 34m,https://www.boxofficemojo.com/title/tt6980546/
5135. Steamboy,tt0348121,6.8,2011,1h 27m,https://www.boxofficemojo.com/title/tt0348121/
5136. Ibiza,tt3685236,5.2,1h 53m,1h 31m,https://www.boxofficemojo.com/title/tt3685236/
5137. The Accidental Spy,tt0271946,5.8,R,1h 50m,https://www.boxofficemojo.com/title/tt0271946/
5138. And Soon the Darkness,tt1391034,5.1,2015,2h 14m,https://www.boxofficemojo.com/title/tt1391034/
5139. Chocolate,tt1183252,6.9,1h 41m,1h 37m,https://www.boxofficemojo.com/title/tt1183252/
5140. Once Upon a Time in Mumbaai,tt1395054,7.4,PG-13,2h 5m,https://www.boxofficemojo.com/title/tt1395054/
5141. The Hallow,tt2474976,5.7,2010,1h 31m,https://www.boxofficemojo.com/title/tt2474976/
5142. The Witch: Part 1 - The Subversion,tt8574252,7.1,1h 45m,1h 47m,https://www.boxofficemojo.com/title/tt8574252/
5143. Pledge This!,tt0417056,1.7,R,2h 30m,https://www.boxofficemojo.com/title/tt0417056/
5144. Where the Truth Lies,tt0373450,6.4,2003,1h 55m,https://www.boxofficemojo.com/title/tt0373450/
5145. Sam Bahadur,tt10786774,7.7,1h 57m,1h 57m,https://www.boxofficemojo.com/title/tt10786774/
5146. 3 from Hell,tt8134742,5.4,PG,1h 28m,https://www.boxofficemojo.com/title/tt8134742/
5147. Recep Ivedik 4,tt3477064,3.8,2016,1h 36m,https://www.boxofficemojo.com/title/tt3477064/
5148. The Big Bounce,tt0315824,4.9,1h 47m,1h 34m,https://www.boxofficemojo.com/title/tt0315824/
5149. Come Play,tt8004664,5.8,R,1h 49m,https://www.boxofficemojo.com/title/tt8004664/
5150. Taxidermia,tt0410730,6.8,2012,1h 45m,https://www.boxofficemojo.com/title/tt0410730/
5151. What's in a Name?,tt2179121,7.3,2h 4m,2h 26m,https://www.boxofficemojo.com/title/tt2179121/
5152. Inside,tt14781036,5.5,R,1h 37m,https://www.boxofficemojo.com/title/tt14781036/
5153. Hunger,tt22695402,6.6,2013,2h 4m,https://www.boxofficemojo.com/title/tt22695402/
5154. Adult World,tt1067765,6.1,2h 6m,2h 18m,https://www.boxofficemojo.com/title/tt1067765/
5155. Doctor G,tt9054970,6.6,PG-13,1h 38m,https://www.boxofficemojo.com/title/tt9054970/
5156. Rurouni Kenshin Part II: Kyoto Inferno,tt3029558,7.5,2005,2h 12m,https://www.boxofficemojo.com/title/tt3029558/
5157. Spanish Affair,tt2955316,6.5,1h 21m,1h 57m,https://www.boxofficemojo.com/title/tt2955316/
5158. Lootcase,tt10515526,7.5,G,1h 56m,https://www.boxofficemojo.com/title/tt10515526/
5159. Butterflies,tt7318202,7.3,2006,1h 47m,https://www.boxofficemojo.com/title/tt7318202/
5160. Rabbit Without Ears,tt0960790,6.5,1h 57m,2h 4m,https://www.boxofficemojo.com/title/tt0960790/
5161. Latter Days,tt0345551,7.0,PG-13,1h 13m,https://www.boxofficemojo.com/title/tt0345551/
5162. Section 375,tt8144834,8.1,2016,2h 44m,https://www.boxofficemojo.com/title/tt8144834/
5163. Petite Maman,tt13204490,7.4,1h 46m,1h 59m,https://www.boxofficemojo.com/title/tt13204490/
5164. Ponniyin Selvan: Part Two,tt22444570,7.2,PG-13,1h 26m,https://www.boxofficemojo.com/title/tt22444570/
5165. The Concert,tt1320082,7.5,2003,1h 18m,https://www.boxofficemojo.com/title/tt1320082/
5166. Zola,tt5439812,6.4,1h 40m,2h,https://www.boxofficemojo.com/title/tt5439812/
"5167. Yes, God, Yes",tt8949056,6.1,PG-13,2h 14m,https://www.boxofficemojo.com/title/tt8949056/
5168. The Man with the Iron Heart,tt3296908,6.4,2020,2h 35m,https://www.boxofficemojo.com/title/tt3296908/
5169. Mission Raniganj,tt21262240,7.1,2h 14m,1h 43m,https://www.boxofficemojo.com/title/tt21262240/
5170. Hi Nanna,tt25433734,8.2,R,1h 27m,https://www.boxofficemojo.com/title/tt25433734/
5171. Beowulf & Grendel,tt0402057,5.8,2023,1h 38m,https://www.boxofficemojo.com/title/tt0402057/
5172. Reign of the Supermen,tt7167686,6.8,1h 57m,1h 52m,https://www.boxofficemojo.com/title/tt7167686/
5173. The Good Neighbor,tt2262315,6.3,R,1h 29m,https://www.boxofficemojo.com/title/tt2262315/
5174. Mother's Day,tt1434435,6.2,2019,1h 43m,https://www.boxofficemojo.com/title/tt1434435/
5175. Out Cold,tt0253798,6.2,2h,1h 56m,https://www.boxofficemojo.com/title/tt0253798/
5176. Sword of the Stranger,tt1121794,7.7,R,2h 2m,https://www.boxofficemojo.com/title/tt1121794/
5177. Shadow,tt6864046,7.0,2011,1h 38m,https://www.boxofficemojo.com/title/tt6864046/
5178. Kurtlar Vadisi: Irak,tt0493264,5.7,1h 38m,1h 41m,https://www.boxofficemojo.com/title/tt0493264/
5179. Maggie's Plan,tt3471098,6.2,Not Rated,2h 30m,https://www.boxofficemojo.com/title/tt3471098/
5180. Appleseed,tt0401233,6.9,2009,1h 37m,https://www.boxofficemojo.com/title/tt0401233/
5181. Margaret,tt0466893,6.5,1h 53m,1h 38m,https://www.boxofficemojo.com/title/tt0466893/
5182. Sick of Myself,tt18816518,7.1,R,1h 38m,https://www.boxofficemojo.com/title/tt18816518/
5183. Mirai,tt6900448,7.0,2008,1h 42m,https://www.boxofficemojo.com/title/tt6900448/
5184. Wyrmwood: Road of the Dead,tt2535470,6.2,1h 39m,1h 41m,https://www.boxofficemojo.com/title/tt2535470/
5185. The Order,tt0304711,5.1,PG,1h 50m,https://www.boxofficemojo.com/title/tt0304711/
5186. Assassination Games,tt1436568,6.1,2005,1h 37m,https://www.boxofficemojo.com/title/tt1436568/
5187. The Sea of Trees,tt3450900,6.1,1h 35m,1h 48m,https://www.boxofficemojo.com/title/tt3450900/
5188. Surveillance,tt0409345,6.3,PG,1h 41m,https://www.boxofficemojo.com/title/tt0409345/
5189. Pusher III,tt0425379,7.3,2015,1h 48m,https://www.boxofficemojo.com/title/tt0425379/
