Title,Title,ID,Rating,Release Year,Duration,BoxOfficeMojo_Link,Worldwide Gross,Domestic Gross,International Gross,Director,Cast and Crew
The Baytown Outlaws,The Baytown Outlaws (2012),tt1836944,6.3,2012,1h 37m,https://www.boxofficemojo.com/title/tt1836944/,"$37,470",–,"$37,470",Barry Battles,"Billy Bob Thornton (Carlos), Eva Longoria (Celeste), Thomas Brodie-Sangster (Rob), Clayne Crawford (Brick Oodie)"
The Trip to Italy,The Trip to Italy (2014),tt2967006,6.6,2014,1h 56m,https://www.boxofficemojo.com/title/tt2967006/,"$6,132,875","$2,880,537","$3,252,338",Michael Winterbottom,"Steve Coogan (Steve Coogan), Rob Brydon (Rob), Rosie Fellner (Lucy), Claire Keelan (Emma)"
Eileen,Eileen (2023),tt5198890,5.9,2023,1h 33m,https://www.boxofficemojo.com/title/tt5198890/,"$1,673,665","$1,435,007","$238,658",William Oldroyd,"Thomasin McKenzie (Eileen Dunlop), Shea Whigham (Jim Dunlop), Sam Nivola (Lee Polk), Siobhan Fallon Hogan (Mrs. Murray)"
Diary of a Mad Black Woman,Diary of a Mad Black Woman (2005),tt0422093,5.7,2005,1h 40m,https://www.boxofficemojo.com/title/tt0422093/,"$50,652,203","$50,633,099","$19,104",Darren Grant,"Kimberly Elise (Helen), Steve Harris (Charles), Tyler Perry (Madea/Brian/Joe), Cicely Tyson (Myrtle)"
Utoya: July 22,Utoya: July 22 (2018),tt7959216,7.2,2018,1h 53m,https://www.boxofficemojo.com/title/tt7959216/,"$3,738,618",–,"$3,738,618",Erik Poppe,"Andrea Berntzen (Kaja), Aleksander Holmen (Magnus), Solveig Koløen Birkeland (Injured Girl), Brede Fristad (Petter)"
Dragon Ball Super: Super Hero,Dragon Ball Super: Super Hero (2022),tt14614892,7.1,2022,1h 40m,https://www.boxofficemojo.com/title/tt14614892/,"$86,562,140","$38,112,140","$48,450,000",Tetsuro Kodama,"Masako Nozawa (Gohan/Goku/Goten/Gotenks), Aya Hisakawa (Bulma), Ryô Horikawa (Vegeta), Takeshi Kusao (Trunks/Gotenks)"
Made in Dagenham,Made in Dagenham (2010),tt1371155,7.1,2010,1h 44m,https://www.boxofficemojo.com/title/tt1371155/,"$12,629,471","$1,095,369","$11,534,102",Nigel Cole,"Sally Hawkins (Rita O'Grady), Bob Hoskins (Albert Passingham), Andrea Riseborough (Brenda), Jaime Winstone (Sandra)"
Agent Cody Banks 2: Destination London,Agent Cody Banks 2: Destination London (2004),tt0358349,4.6,2004,1h 34m,https://www.boxofficemojo.com/title/tt0358349/,"$28,818,995","$23,630,159","$5,188,836",Kevin Allen,"Frankie Muniz (Cody Banks), Anthony Anderson (Derek), Hannah Spearritt (Emily), Cynthia Stevenson (Mrs. Banks)"
Rory O'Shea Was Here,Rory O'Shea Was Here (2004),tt0417791,7.7,2004,1h 33m,https://www.boxofficemojo.com/title/tt0417791/,"$1,226,577","$23,844","$1,202,733",Damien O'Donnell,"James McAvoy (Rory O'Shea), Steven Robertson (Michael Connolly), Romola Garai (Siobhan), Alan King (Tommy)"
Adverse,Adverse (2020),tt8597594,4.2,2020,2h 18m,https://www.boxofficemojo.com/title/tt8597594/,"$15,443","$12,589","$2,854",Brian A. Metcalf,"Thomas Ian Nicholas (Ethan), Mickey Rourke (Kaden), Penelope Ann Miller (Nicole), Lou Diamond Phillips (Dr. Cruz)"
Anna and the Apocalypse,Anna and the Apocalypse (2017),tt6433880,6.1,2017,2h 3m,https://www.boxofficemojo.com/title/tt6433880/,"$673,523","$545,597","$127,926",John McPhail,"Ella Hunt (Anna), Malcolm Cumming (John), Sarah Swire (Steph), Christopher Leveaux (Chris)"
Satyameva Jayate 2,Satyameva Jayate 2 (2021),tt10739666,3.4,2021,2h 20m,https://www.boxofficemojo.com/title/tt10739666/,"$77,734",–,"$77,734",Milap Zaveri,"John Abraham (Dadasaheb Balram Azad/HM Satya D. Balram Azad/ACP Jay D. Balram Azad), Divya Khossla (Vidya Maurya Azad), Harsh Chhaya (Chandra Prakash Maurya), Gautami Kapoor (Suhasini D. Balram Azad)"
Luther,Luther (2003),tt0309820,6.6,2003,2h 4m,https://www.boxofficemojo.com/title/tt0309820/,"$29,632,684","$5,791,328","$23,841,356",Eric Till,"Joseph Fiennes (Martin Luther), Bruno Ganz (Johann von Staupitz), Peter Ustinov (Frederick the Wise), Alfred Molina (John Tetzel)"
Gulaal,Gulaal (2009),tt1261047,8.0,2009,1h 34m,https://www.boxofficemojo.com/title/tt1261047/,"$2,364,294",–,"$2,364,294",Anurag Kashyap,"Kay Kay Menon (Dukey Bana), Raj Singh Chaudhary (Dilip Kumar Singh), Raja Chaudhary (Dilip Kumar Singh), Jesse Randhawa (Anuja)"
Our Friend,Our Friend (2019),tt9608818,7.3,2019,1h 47m,https://www.boxofficemojo.com/title/tt9608818/,"$795,506","$663,725","$131,781",Gabriela Cowperthwaite,"Jason Segel (Dane Faucheux), Isabella Kai (Molly Teague), Violet McGraw (Evie Teague), Casey Affleck (Matt Teague)"
The Princess,The Princess (2022),tt13406136,5.7,2022,1h 36m,https://www.boxofficemojo.com/title/tt13406136/,"$41,844",–,"$41,844",Le-Van Kiet,"Joey King (The Princess), Olga Kurylenko (Moira), Antoni Davidov (Merc Leader), Radoslav Parvanov (Merc Brute)"
Certain Women,Certain Women (2016),tt4468634,6.4,2016,1h 57m,https://www.boxofficemojo.com/title/tt4468634/,"$1,531,261","$1,087,585","$443,676",Kelly Reichardt,"Michelle Williams (Gina), Kristen Stewart (Elizabeth Travis), Laura Dern (Laura), James Le Gros (Ryan)"
Little Big Soldier,Little Big Soldier (2010),tt1319718,6.9,2010,2h 38m,https://www.boxofficemojo.com/title/tt1319718/,"$5,186,427",–,"$5,186,427",Sheng Ding,"Jackie Chan (The Soldier), Leehom Wang (the General), Yoo Seung-jun (Prince Wen), Peng Lin (Songster)"
Arkansas,Arkansas (2020),tt9139586,6.0,2020,1h 31m,https://www.boxofficemojo.com/title/tt9139586/,"$128,761",–,"$128,761",Clark Duke,"Liam Hemsworth (Kyle), Jacob Zachar (Stranger), Chris Mullinax (Colin), Clark Duke (Swin)"
#Home,#Home (2021),tt10534500,8.8,2021,1h 43m,https://www.boxofficemojo.com/title/tt10534500/,–,–,–,Rojin Thomas,"Indrans (Oliver Twist), Sreenath Bhasi (Antony Oliver Twist), Manju Pillai (Kuttiyamma), Naslen (Charles Oliver Twist)"
The Night Listener,The Night Listener (2006),tt0448075,5.9,2006,1h 32m,https://www.boxofficemojo.com/title/tt0448075/,"$10,639,686","$7,836,393","$2,803,293",Patrick Stettner,"Robin Williams (Gabriel Noone), Toni Collette (Donna D. Logand), Rory Culkin (Pete D. Logand), Joe Morton (Ashe)"
Girl Most Likely,Girl Most Likely (2012),tt1698648,5.7,2012,1h 26m,https://www.boxofficemojo.com/title/tt1698648/,"$2,085,617","$1,378,591","$707,026",Shari Springer Berman,"Kristen Wiig (Imogene Duncan), Annette Bening (Zelda Duncan), Matt Dillon (George Bousche), Darren Criss (Lee)"
I Spit on Your Grave: Vengeance Is Mine,I Spit on Your Grave: Vengeance Is Mine (2015),tt4530884,5.1,2015,1h 34m,https://www.boxofficemojo.com/title/tt4530884/,"$144,661",–,"$144,661",Richard Schenkman,"Sarah Butler (Jennifer Hills/Angela), Jen Landon (Marla), Doug McKeon (Oscar), Gabriel Hogan (Detective McDylan)"
For Your Consideration,For Your Consideration (2006),tt0470765,6.3,2006,2h 33m,https://www.boxofficemojo.com/title/tt0470765/,"$5,925,637","$5,549,923","$375,714",Christopher Guest,"Catherine O'Hara (Marilyn Hack), Harry Shearer (Victor Allan Miller), Parker Posey (Callie Webb), Christopher Guest (Jay Berman)"
The Love Punch,The Love Punch (2013),tt2234261,5.7,2013,1h 49m,https://www.boxofficemojo.com/title/tt2234261/,"$8,366,493","$266,588","$8,099,905",Joel Hopkins,"Pierce Brosnan (Richard), Emma Thompson (Kate), Timothy Spall (Jerry), Celia Imrie (Pen)"
The Death of Mr. Lazarescu,The Death of Mr. Lazarescu (2005),tt0456149,7.8,2005,2h 16m,https://www.boxofficemojo.com/title/tt0456149/,"$216,922","$80,301","$136,621",Cristi Puiu,"Doru Ana (Sandu Sterian), Monica Barladeanu (Mariana), Alina Berzunteanu (Dr. Zamfir), Dorian Boguta (Ambulantier)"
Lore,Lore (2012),tt1996310,7.1,2012,1h 25m,https://www.boxofficemojo.com/title/tt1996310/,"$2,362,019","$970,325","$1,391,694",Cate Shortland,"Saskia Rosendahl (Hannelore Dressler), Kai-Peter Malina (Thomas), Nele Trebs (Liesel), Ursina Lardi (Mutti)"
Rob-B-Hood,Rob-B-Hood (2006),tt0485976,6.6,2006,1h 38m,https://www.boxofficemojo.com/title/tt0485976/,"$21,836,580",–,"$21,836,580",Benny Chan,"Jackie Chan (Thongs), Michael Hui (Landlord), Louis Koo (Octopus), Charlene Choi (Pak Yin)"
Vehicle 19,Vehicle 19 (2013),tt1911662,4.9,2013,1h 26m,https://www.boxofficemojo.com/title/tt1911662/,"$1,473,445",–,"$1,473,445",Mukunda Michael Dewil,"Paul Walker (Michael Woods), Naima McLean (Rachel Shabangu), Gys de Villiers (Detective Smith), Leyla Haidarian (Angelica Moore/Radio Journalist)"
A Castle for Christmas,A Castle for Christmas (2021),tt13070602,5.6,2021,1h 43m,https://www.boxofficemojo.com/title/tt13070602/,–,–,–,Mary Lambert,"Brooke Shields (Sophie), Cary Elwes (Myles), Lee Ross (Thomas), Andi Osho (Maisie)"
A Shaun the Sheep Movie: Farmageddon,A Shaun the Sheep Movie: Farmageddon (2019),tt6193408,6.8,2019,2h,https://www.boxofficemojo.com/title/tt6193408/,"$43,133,089",–,"$43,133,089",Will Becher,"Justin Fletcher (Shaun/Timmy), John Sparkes (The Farmer/Bitzer), Amalia Vitale (Lu-La/Me-Ma/Additional Voices), Kate Harbour (Agent Red/Timmy's Mum)"
Pieta,Pieta (2012),tt2299842,7.1,2012,1h 49m,https://www.boxofficemojo.com/title/tt2299842/,"$6,616,296","$22,080","$6,594,216",Kim Ki-duk,"Jo Min-soo (Mi-Son), Lee Jung-Jin (Gang-Do), Woo Ki-hong (Hoon-chul), Eunjin Kang (Myeong-ja (Hoon-Chul's wife))"
At the End of the Tunnel,At the End of the Tunnel (2016),tt5133308,7.0,2016,1h 39m,https://www.boxofficemojo.com/title/tt5133308/,"$3,190,219",–,"$3,190,219",Rodrigo Grande,"Leonardo Sbaraglia (Joaquín), Pablo Echarri (Galereto), Clara Lago (Berta), Federico Luppi (Guttman)"
Two Brothers,Two Brothers (2004),tt0338512,7.0,2004,1h 43m,https://www.boxofficemojo.com/title/tt0338512/,"$62,174,008","$19,176,754","$42,997,254",Jean-Jacques Annaud,"Guy Pearce (Aidan McRory), Freddie Highmore (Raoul Normandin), Jean-Claude Dreyfus (Administrator Eugene Normandin), Oanh Nguyen (His Excellency)"
Uncle Drew,Uncle Drew (2018),tt7334528,5.8,2018,1h 29m,https://www.boxofficemojo.com/title/tt7334528/,"$46,664,414","$42,469,946","$4,194,468",Charles Stone III,"Kyrie Irving (Uncle Drew), Lil Rel Howery (Dax), Shaquille O'Neal (Big Fella), Chris Webber (Preacher)"
"Welcome Home, Roscoe Jenkins","Welcome Home, Roscoe Jenkins (2008)",tt0494652,5.5,2008,1h 47m,https://www.boxofficemojo.com/title/tt0494652/,"$43,655,418","$42,436,517","$1,218,901",Malcolm D. Lee,"Martin Lawrence (R.J.), Louis C.K. (Marty), James Earl Jones (Papa Jenkins), Margaret Avery (Mama Jenkins)"
Elling,Elling (2001),tt0279064,7.5,2001,1h 59m,https://www.boxofficemojo.com/title/tt0279064/,"$2,042,190","$314,729","$1,727,461",Petter Næss,"Per Christian Ellefsen (Elling), Sven Nordin (Kjell Bjarne), Marit Pia Jacobsen (Reidun Nordsletten), Jørgen Langhelle (Frank Åsli)"
Imagine That,Imagine That (2009),tt0780567,5.6,2009,1h 48m,https://www.boxofficemojo.com/title/tt0780567/,"$22,985,194","$16,123,323","$6,861,871",Karey Kirkpatrick,"Eddie Murphy (Evan Danielson), Thomas Haden Church (Johnny Whitefeather), Yara Shahidi (Olivia Danielson), Ronny Cox (Tom Stevens)"
Light of My Life,Light of My Life (2019),tt6063090,6.6,2019,1h 55m,https://www.boxofficemojo.com/title/tt6063090/,"$1,392,898","$20,056","$1,372,842",Casey Affleck,"Anna Pniowsky (Rag), Casey Affleck (Dad), Tom Bower (Tom), Elisabeth Moss (Mom)"
I'm Not Scared,I'm Not Scared (2003),tt0326977,7.4,2003,1h 45m,https://www.boxofficemojo.com/title/tt0326977/,"$7,354,418","$1,615,328","$5,739,090",Gabriele Salvatores,"Aitana Sánchez-Gijón (Anna), Dino Abbrescia (Pino), Giorgio Careccia (Felice), Riccardo Zinna (Pietro)"
6 Bullets,6 Bullets (2012),tt1975249,6.0,2012,2h 44m,https://www.boxofficemojo.com/title/tt1975249/,"$99,861",–,"$99,861",Ernie Barbarash,"Jean-Claude Van Damme (Samson Gaul), Joe Flanigan (Andrew Fayden), Anna-Louise Plowman (Monica Fayden), Charlotte Beaumont (Becky Fayden)"
Reprise,Reprise (2006),tt0827517,7.3,2006,1h 24m,https://www.boxofficemojo.com/title/tt0827517/,"$1,297,260","$554,826","$742,434",Joachim Trier,"Anders Danielsen Lie (Phillip), Espen Klouman Høiner (Erik), Viktoria Winge (Kari), Odd-Magnus Williamson (Morten)"
Pokiri,Pokiri (2006),tt0816258,8.0,2006,2h 34m,https://www.boxofficemojo.com/title/tt0816258/,"$93,651",–,"$93,651",Puri Jagannadh,"Mahesh Babu (Pandu), Ileana D'Cruz (Shruti), Prakash Raj (Ali Bhai), Nassar (Surya Narayana)"
Significant Other,Significant Other (2022),tt15353964,5.7,2022,1h 46m,https://www.boxofficemojo.com/title/tt15353964/,–,–,–,Dan Berk,"Maika Monroe (Ruth/Ruth Replica), Jake Lacy (Harry/Harry Replica), Matthew Yang King (Ray), Dana Green (Vivian)"
Love Today,Love Today (2022),tt22488728,8.0,2022,2h 55m,https://www.boxofficemojo.com/title/tt22488728/,"$158,787",–,"$158,787",Pradeep Ranganathan,"Pradeep Ranganathan (Uthaman Pradeep), Ivana (Nikitha Shastri), Yogi Babu (Doctor Yogi), Raveena Ravi (Divya)"
Sweet Sixteen,Sweet Sixteen (2002),tt0313670,7.4,2002,1h 30m,https://www.boxofficemojo.com/title/tt0313670/,"$3,961,374","$316,319","$3,645,055",Ken Loach,"Martin Compston (Liam), Michelle Coulter (Jean), Annmarie Fulton (Chantelle), William Ruane (Pinball)"
1BR,1BR (2019),tt7541106,5.8,2019,1h 47m,https://www.boxofficemojo.com/title/tt7541106/,"$16,125",–,"$16,125",David Marmor,"Nicole Brydon Bloom (Sarah), Giles Matthey (Brian), Taylor Nichols (Jerry), Alan Blumenfeld (Sarah's Father)"
Thank You for Your Service,Thank You for Your Service (2017),tt2776878,6.6,2017,1h 26m,https://www.boxofficemojo.com/title/tt2776878/,"$9,995,692","$9,536,300","$459,392",Jason Hall,"Miles Teller (Adam Schumann), Beulah Koale (Tausolo Aieti), Joe Cole (Billy Waller), Scott Haze (Michael Emory)"
Earthquake Bird,Earthquake Bird (2019),tt8178486,6.0,2019,1h 38m,https://www.boxofficemojo.com/title/tt8178486/,–,–,–,Wash Westmoreland,"Alicia Vikander (Lucy Fly), Kiki Sukezane (Natsuko), Kenichi Masuda (Mr. Yamada), Chiaki Kawamo (Policewoman)"
Point Blank,Point Blank (2019),tt2499472,5.7,2019,1h 40m,https://www.boxofficemojo.com/title/tt2499472/,–,–,–,Joe Lynch,"Frank Grillo (Abe), Stuart F. Wilson (Thug #1), Buster Reeves (Thug #2), Christian Cooke (Mateo)"
Dragon,Dragon (2011),tt1718199,7.0,2011,1h 45m,https://www.boxofficemojo.com/title/tt1718199/,"$29,282,887","$11,137","$29,271,750",Peter Ho-Sun Chan,"Donnie Yen (Liu Jinxi), Takeshi Kaneshiro (Xu Baijiu), Tang Wei (Yu (A-Yu)), Jia-Min Li (Xiaotian)"
Replicant,Replicant (2001),tt0238552,5.4,2001,1h 55m,https://www.boxofficemojo.com/title/tt0238552/,"$894,844",–,"$894,844",Ringo Lam,"Jean-Claude Van Damme (Replicant/Edward Garrotte), Michael Rooker (Det. Jake Riley), Catherine Dent (Angie), Brandon James Olson (Danny)"
Churchill,Churchill (2017),tt2674454,6.0,2017,1h 37m,https://www.boxofficemojo.com/title/tt2674454/,"$6,724,365","$1,281,258","$5,443,107",Jonathan Teplitzky,"Brian Cox (Winston Churchill), Miranda Richardson (Clemmie Churchill), John Slattery (Dwight Eisenhower), Julian Wadham (General Montgomery)"
61 Days,61 Days (2016),tt5229228,7.3,2016,2h 1m,https://www.boxofficemojo.com/title/tt5229228/,"$4,227,648",–,"$4,227,648",Yüksel Aksu,"Cem Yilmaz (Cibar Kemal), Berat Efe Parlar (Adem), Yilmaz Bayraktar (Hasan), Ümmü Putgül (Gülizar (Adem Anne))"
Resident Evil: Vendetta,Resident Evil: Vendetta (2017),tt5776208,6.2,2017,1h 40m,https://www.boxofficemojo.com/title/tt5776208/,"$256,320",–,"$256,320",Takanori Tsujimoto,"Kevin Dorman (Chris Redfield), Matthew Mercer (Leon S. Kennedy), Erin Cahill (Rebecca Chambers), John DeMita (Glenn Arias)"
Sukiyaki Western Django,Sukiyaki Western Django (2007),tt0906665,6.1,2007,2h 12m,https://www.boxofficemojo.com/title/tt0906665/,"$2,725,258","$50,659","$2,674,599",Takashi Miike,"Hideaki Itô (Gunman), Kôichi Satô (Taira no Kiyomori), Quentin Tarantino (Piringo), Yûsuke Iseya (Minamoto no Yoshitsune)"
Just Wright,Just Wright (2010),tt1407061,5.9,2010,1h 25m,https://www.boxofficemojo.com/title/tt1407061/,"$21,584,424","$21,540,363","$44,061",Sanaa Hamri,"Queen Latifah (Leslie Wright), Common (Scott McKnight), Paula Patton (Morgan Alexander), James Pickens Jr. (Lloyd Wright)"
Head in the Clouds,Head in the Clouds (2004),tt0338097,6.5,2004,1h 39m,https://www.boxofficemojo.com/title/tt0338097/,"$3,664,858","$398,278","$3,266,580",John Duigan,"Charlize Theron (Gilda Bessé), Stuart Townsend (Guy Malyon), Penélope Cruz (Mia), Thomas Kretschmann (Frans Bietrich)"
Self Reliance,Self Reliance (2023),tt26084002,6.0,2023,1h 32m,https://www.boxofficemojo.com/title/tt26084002/,–,–,–,Jake Johnson,"Jake Johnson (Tommy), Andy Samberg (Andy Samberg), Bjorn Johnson (Magnus), John Hans Tester (Anders)"
The Seeker: The Dark Is Rising,The Seeker: The Dark Is Rising (2007),tt0484562,4.8,2007,1h 44m,https://www.boxofficemojo.com/title/tt0484562/,"$31,852,619","$8,794,452","$23,058,167",David L. Cunningham,"Alexander Ludwig (Will Stanton), Ian McShane (Merriman Lyon), Christopher Eccleston (The Rider), Frances Conroy (Miss Greythorne)"
At the Bar,At the Bar (2007),tt0902955,7.0,2007,1h 38m,https://www.boxofficemojo.com/title/tt0902955/,"$1,261,116",–,"$1,261,116",Serdar Akar,"Nejat Isler (Selim), Hakan Boyav (Patlak), Serdar Orçin (45), Erdal Besikçioglu (Nasir)"
Love Again,Love Again (2023),tt10276482,5.9,2023,1h 27m,https://www.boxofficemojo.com/title/tt10276482/,"$12,696,584","$6,230,837","$6,465,747",Jim Strouse,"Priyanka Chopra Jonas (Mira Ray), Sam Heughan (Rob Burns), Céline Dion (Céline Dion), Sofia Barclay (Suzy Ray)"
I Am Not an Easy Man,I Am Not an Easy Man (2018),tt6857988,6.3,2018,1h 47m,https://www.boxofficemojo.com/title/tt6857988/,–,–,–,Eléonore Pourriat,"Vincent Elbaz (Damien), Marie-Sophie Ferdane (Alexandra Lamour), Pierre Benezit (Christophe), Blanche Gardin (Sybille)"
Amityville: The Awakening,Amityville: The Awakening (2017),tt1935897,4.8,2017,2h 9m,https://www.boxofficemojo.com/title/tt1935897/,"$8,481,997",$742,"$8,481,255",Franck Khalfoun,"Jennifer Jason Leigh (Joan), Bella Thorne (Belle), Mckenna Grace (Juliet), Cameron Monaghan (James)"
The Exception,The Exception (2016),tt4721124,6.8,2016,2h 50m,https://www.boxofficemojo.com/title/tt4721124/,"$872,805","$708,973","$163,832",David Leveaux,"Lily James (Mieke de Jong), Jai Courtney (Capt. Stefan Brandt), Christopher Plummer (Kaiser Wilhelm II), Ella Holland (Little Girl)"
Ek Villain Returns,Ek Villain Returns (2022),tt11947158,4.4,2022,1h 35m,https://www.boxofficemojo.com/title/tt11947158/,"$4,297,792",–,"$4,297,792",Mohit Suri,"John Abraham (Bhairav Purohit), Disha Patani (Rasika Mapuskar), Arjun Kapoor (Gautam Mehra), Tara Sutaria (Aarvi Malhotra)"
Gadar: Ek Prem Katha,Gadar: Ek Prem Katha (2001),tt0284137,7.3,2001,1h 16m,https://www.boxofficemojo.com/title/tt0284137/,–,–,–,Anil Sharma,"Sunny Deol (Tara Singh), Ameesha Patel (Sakeena), Amrish Puri (Ashraf Ali), Lillete Dubey (Shabana)"
All About the Benjamins,All About the Benjamins (2002),tt0278295,5.8,2002,1h 51m,https://www.boxofficemojo.com/title/tt0278295/,"$26,306,533","$25,916,319","$390,214",Kevin Bray,"Ice Cube (Bucum), Mike Epps (Reggie), Tommy Flanagan (Williamson), Carmen Chaplin (Ursula)"
The Den,The Den (2013),tt2503154,6.0,2013,1h 54m,https://www.boxofficemojo.com/title/tt2503154/,"$410,129",–,"$410,129",Zachary Donohue,"Melanie Papalia (Elizabeth Benton), David Schlachtenhaufen (Damien Clark), Adam Shapiro (Max), Anna Margaret Hollyman (Lynn Benton)"
Go Goa Gone,Go Goa Gone (2013),tt2436516,6.7,2013,1h 38m,https://www.boxofficemojo.com/title/tt2436516/,"$429,350","$298,457","$130,893",Krishna D.K.,"Saif Ali Khan (Boris), Kunal Kemmu (Hardik), Vir Das (Luv), Anand Tiwari (Bunny)"
The Angel,The Angel (2018),tt5968274,6.7,2018,1h 28m,https://www.boxofficemojo.com/title/tt5968274/,–,–,–,Ariel Vromen,"Jordan Rocca (Immigration Official), Marwan Kenzari (Ashraf Marwan), Henry Andrawes (Al Hindi), Adam Othman (Al Hindi Arab Man)"
Dickie Roberts: Former Child Star,Dickie Roberts: Former Child Star (2003),tt0325258,5.6,2003,1h 48m,https://www.boxofficemojo.com/title/tt0325258/,"$23,769,505","$22,738,671","$1,030,834",Sam Weisman,"David Spade (Dickie Roberts), Mary McCormack (Grace Finney), Alyssa Milano (Cyndi), Craig Bierko (George Finney)"
Yoga Hosers,Yoga Hosers (2016),tt3838992,4.3,2016,1h 41m,https://www.boxofficemojo.com/title/tt3838992/,"$36,585",–,"$36,585",Kevin Smith,"Lily-Rose Depp (Colleen Collette), Harley Quinn Smith (Colleen McKenzie), Johnny Depp (Guy Lapointe), Adam Brody (Ichabod)"
Antiviral,Antiviral (2012),tt2099556,5.7,2012,1h 26m,https://www.boxofficemojo.com/title/tt2099556/,"$61,808",–,"$61,808",Brandon Cronenberg,"Caleb Landry Jones (Syd March), Lisa Berry (Lucas Clinic Receptionist), Sarah Gadon (Hannah Geist), Malcolm McDowell (Dr. Abendroth)"
Wild Rose,Wild Rose (2018),tt5117428,7.1,2018,1h 35m,https://www.boxofficemojo.com/title/tt5117428/,"$7,123,449","$1,635,117","$5,488,332",Tom Harper,"Jessie Buckley (Rose-Lynn), Matt Costello (Prison Officer 1), Jane Patterson (Prison Officer 2), Lesley Hart (Prison Officer 3)"
