Title,ID,Rating,Release Year,Duration
1066. The Sorcerer's Apprentice,tt0963966,6.1,2001,1h 49m
1067. We Need to Talk About Kevin,tt1242460,7.5,1h 44m,1h 52m
1068. Once Upon a Time in Mexico,tt0285823,6.3,PG-13,1h 42m
1069. White Chicks,tt0381707,5.8,2011,1h 49m
1070. Saving Mr. Banks,tt2140373,7.5,1h 49m,2h 5m
1071. Talk to Me,tt10638522,7.1,R,1h 35m
1072. Old,tt10954652,5.8,2013,1h 48m
1073. Happy Death Day,tt5308322,6.6,2h 3m,1h 36m
1074. Buried,tt1462758,7.0,R,1h 35m
1075. Adventureland,tt1091722,6.8,2013,1h 47m
1076. The Skin I Live In,tt1189073,7.6,1h 44m,2h
1077. A Simple Favor,tt7040874,6.8,G,1h 57m
1078. Spy Game,tt0266987,7.1,2016,2h 6m
1079. Hard Candy,tt0424136,7.0,1h 47m,1h 44m
1080. Ponyo,tt0876563,7.6,PG,1h 41m
1081. Marley & Me,tt0822832,7.0,2018,1h 55m
1082. Nightmare Alley,tt7740496,7.0,2h 4m,2h 30m
1083. Underworld: Rise of the Lycans,tt0834001,6.5,R,1h 32m
1084. The Princess Diaries,tt0247638,6.4,2021,1h 55m
1085. Bad Times at the El Royale,tt6628394,7.1,2h 36m,2h 21m
1086. The Chronicles of Narnia: The Voyage of the Dawn Treader,tt0980970,6.3,PG-13,1h 53m
1087. Invictus,tt1057500,7.3,2004,2h 14m
1088. Begin Again,tt1980929,7.4,2h 26m,1h 44m
1089. Saw IV,tt0890870,5.9,R,1h 33m
1090. Next,tt0435705,6.2,2006,1h 36m
1091. Scream,tt11245972,6.3,2h 6m,1h 54m
1092. Logan Lucky,tt5439796,7.0,PG-13,1h 58m
1093. War Horse,tt1568911,7.2,2013,2h 26m
1094. Sonic the Hedgehog,tt3794354,6.5,2h 6m,1h 39m
1095. F9: The Fast Saga,tt5433138,5.2,R,2h 23m
1096. The Disaster Artist,tt3521126,7.3,2020,1h 44m
1097. From Hell,tt0120681,6.7,1h 40m,2h 2m
1098. 13 Hours: The Secret Soldiers of Benghazi,tt4172430,7.3,PG,2h 24m
1099. Hercules,tt1267297,6.0,2002,1h 38m
1100. Vice,tt6266538,7.2,1h 46m,2h 12m
1101. Robots,tt0358082,6.4,PG-13,1h 31m
1102. Blue Is the Warmest Colour,tt2278871,7.7,2014,3h
1103. The Lost City,tt13320622,6.1,1h 40m,1h 52m
1104. Snowden,tt3774114,7.3,PG,2h 14m
1105. Inside Llewyn Davis,tt2042568,7.4,2012,1h 44m
1106. The Purge: Anarchy,tt2975578,6.4,1h 46m,1h 43m
1107. The Orphanage,tt0464141,7.4,PG-13,1h 45m
1108. The Green Hornet,tt0990407,5.8,2010,1h 59m
1109. Wonka,tt6166392,7.0,1h 56m,1h 56m
1110. Pixels,tt2120120,5.6,R,1h 45m
1111. Monster,tt0340855,7.3,2003,1h 49m
1112. The Post,tt6294822,7.2,1h 51m,1h 56m
1113. House of Gucci,tt11214590,6.6,PG-13,2h 38m
1114. The Drop,tt1600196,7.0,2005,1h 46m
1115. Green Street Hooligans,tt0385002,7.4,2h 14m,1h 49m
1116. Memoirs of a Geisha,tt0397535,7.3,R,2h 25m
1117. The Spectacular Now,tt1714206,7.0,2019,1h 35m
1118. Despicable Me 3,tt3469046,6.3,2h 12m,1h 29m
1119. Abraham Lincoln: Vampire Hunter,tt1611224,5.9,PG-13,1h 45m
1120. Underworld: Awakening,tt1496025,6.3,2006,1h 28m
1121. Napoleon,tt13287846,6.3,1h 50m,2h 38m
1122. The Unbearable Weight of Massive Talent,tt11291274,7.0,PG-13,1h 47m
1123. Jay and Silent Bob Strike Back,tt0261392,6.8,2007,1h 44m
1124. State of Play,tt0473705,7.1,1h 56m,2h 7m
1125. Locke,tt2692904,7.1,R,1h 25m
1126. Under the Skin,tt1441395,6.3,2001,1h 48m
1127. Four Brothers,tt0430105,6.8,2h 27m,1h 49m
1128. Pandorum,tt1188729,6.7,R,1h 48m
1129. The Little Mermaid,tt5971474,7.2,2004,2h 15m
1130. Scary Movie 3,tt0306047,5.6,1h 39m,1h 24m
1131. Crank: High Voltage,tt1121931,6.1,PG-13,1h 36m
1132. Dogville,tt0276919,8.0,2004,2h 58m
1133. Mulan,tt4566758,5.8,2h 50m,1h 55m
1134. Crimson Peak,tt2554274,6.5,PG-13,1h 59m
1135. Devil,tt1314655,6.3,2008,1h 20m
1136. Turning Red,tt8097030,7.0,1h 44m,1h 40m
1137. The Time Traveler's Wife,tt0452694,7.1,PG-13,1h 47m
1138. The Visit,tt3567288,6.3,2007,1h 34m
1139. Anatomy of a Fall,tt17009710,7.7,2h 9m,2h 31m
1140. Morbius,tt5108870,5.1,R,1h 44m
1141. The Lake House,tt0410297,6.8,2018,1h 39m
"1142. Love, Rosie",tt1638002,7.1,2h 15m,1h 42m
1143. Hush,tt5022702,6.6,PG-13,1h 22m
1144. Man on a Ledge,tt1568338,6.6,2018,1h 42m
1145. Creed II,tt6343314,7.1,2h 27m,2h 10m
1146. Dear John,tt0989757,6.3,PG-13,1h 48m
1147. Ray,tt0350258,7.7,2006,2h 32m
1148. The King,tt7984766,7.3,1h 48m,2h 20m
1149. Pathaan,tt12844910,5.8,PG,2h 26m
1150. Lars and the Real Girl,tt0805564,7.3,2004,1h 46m
1151. The Way Way Back,tt1727388,7.4,1h 34m,1h 43m
1152. Godzilla Minus One,tt23289160,7.7,PG-13,2h 4m
1153. Mr. Brooks,tt0780571,7.3,2016,2h
1154. Cold Mountain,tt0159365,7.2,1h 56m,2h 34m
1155. Final Destination 3,tt0414982,5.8,R,1h 33m
1156. How to Train Your Dragon: The Hidden World,tt2386490,7.4,2015,1h 44m
1157. Don't Worry Darling,tt10731256,6.3,2h 17m,2h 3m
1158. Extraction II,tt12263384,7.0,PG-13,2h 2m
1159. Jennifer's Body,tt1131734,5.5,2005,1h 42m
1160. Bad Santa,tt0307987,7.0,2h 1m,1h 32m
1161. Remember Me,tt1403981,7.1,R,1h 53m
1162. The Devil All the Time,tt7395114,7.1,2002,2h 18m
1163. Borat Subsequent Moviefilm,tt13143964,6.6,1h 55m,1h 35m
1164. Freaky Friday,tt0322330,6.3,PG-13,1h 37m
1165. Defiance,tt1034303,7.1,2004,2h 17m
1166. Evan Almighty,tt0413099,5.4,2h 36m,1h 36m
1167. The Mule,tt7959026,7.0,R,1h 56m
1168. I Am Sam,tt0277027,7.6,2012,2h 12m
1169. The Guilty,tt9421570,6.3,2h 18m,1h 30m
1170. Fun with Dick and Jane,tt0369441,6.2,R,1h 30m
1171. Starsky & Hutch,tt0335438,6.1,2009,1h 41m
1172. M3GAN,tt8760708,6.3,1h 55m,1h 42m
1173. Shoot 'Em Up,tt0465602,6.6,PG-13,1h 26m
1174. Annabelle: Creation,tt5140878,6.5,2009,1h 49m
1175. Sound of Metal,tt5363618,7.7,1h 37m,2h
1176. I Now Pronounce You Chuck & Larry,tt0762107,5.9,R,1h 55m
1177. S.W.A.T.,tt0257076,6.1,2005,1h 57m
1178. Mr. Deeds,tt0280590,5.8,1h 59m,1h 36m
1179. Brothers,tt0765010,7.1,R,1h 45m
1180. Killing Them Softly,tt1764234,6.2,2004,1h 37m
1181. The Texas Chainsaw Massacre,tt0324216,6.2,2h 1m,1h 38m
1182. K.G.F: Chapter 2,tt10698680,8.2,PG-13,2h 46m
1183. The French Dispatch,tt8847712,7.1,2012,1h 47m
1184. Brüno,tt0889583,5.9,2h 52m,1h 21m
1185. Never Let Me Go,tt1334260,7.1,R,1h 43m
1186. Vantage Point,tt0443274,6.6,2012,1h 30m
1187. The Imaginarium of Doctor Parnassus,tt1054606,6.8,1h 55m,2h 3m
1188. Good Bye Lenin!,tt0301357,7.7,R,2h 1m
1189. Kung Fu Hustle,tt0373074,7.7,2017,1h 39m
1190. The Other Woman,tt2203939,6.0,2h 21m,1h 49m
1191. We Bought a Zoo,tt1389137,7.0,R,2h 4m
1192. Coherence,tt2866360,7.2,2014,1h 29m
1193. We Were Soldiers,tt0277434,7.2,1h 42m,2h 18m
1194. Smokin' Aces,tt0475394,6.6,PG,1h 48m
1195. This Is 40,tt1758830,6.2,2012,2h 14m
1196. The Grudge,tt0391198,5.9,2h 10m,1h 31m
1197. Tower Heist,tt0471042,6.2,PG-13,1h 44m
1198. Brooklyn,tt2381111,7.5,2007,1h 57m
1199. Horton Hears a Who!,tt0451079,6.8,2h 2m,1h 26m
1200. Winter's Bone,tt1399683,7.1,PG-13,1h 40m
1201. A Serious Man,tt1019452,7.0,2009,1h 46m
1202. Resident Evil: Retribution,tt1855325,5.3,1h 48m,1h 35m
1203. Society of the Snow,tt16277242,7.8,PG-13,2h 24m
1204. The Count of Monte Cristo,tt0245844,7.7,2018,2h 11m
1205. The Invention of Lying,tt1058017,6.4,1h 55m,1h 40m
1206. I Saw the Devil,tt1588170,7.8,R,2h 24m
1207. Irreversible,tt0290673,7.3,2014,1h 37m
1208. Tag,tt2854926,6.5,2h 45m,1h 40m
1209. Red Eye,tt0421239,6.5,R,1h 25m
1210. Men in Black: International,tt2283336,5.6,2011,1h 54m
1211. Foxcatcher,tt1100089,7.0,1h 52m,2h 14m
1212. The Great Wall,tt2034800,5.9,PG-13,1h 43m
1213. In the Heart of the Sea,tt1390411,6.9,2012,2h 2m
1214. 9,tt0472033,7.0,1h 34m,1h 19m
1215. Carrie,tt1939659,5.8,PG-13,1h 40m
1216. The Predator,tt3829266,5.3,2010,1h 47m
1217. The Constant Gardener,tt0387131,7.3,1h 43m,2h 9m
1218. I Care a Lot,tt9893250,6.4,R,1h 58m
1219. Triple Frontier,tt1488606,6.5,2009,2h 5m
1220. Evil Dead Rise,tt13345606,6.5,2h 9m,1h 36m
1221. Spring Breakers,tt2101441,5.3,PG-13,1h 34m
1222. Hustle,tt8009428,7.3,2006,1h 57m
1223. Love and Monsters,tt2222042,6.9,1h 47m,1h 49m
1224. The Strangers,tt0482606,6.1,PG-13,1h 26m
1225. Into the Woods,tt2180411,5.9,2011,2h 5m
1226. It's Kind of a Funny Story,tt0804497,7.1,2h 7m,1h 41m
1227. Margin Call,tt1615147,7.1,PG-13,1h 47m
1228. Get Hard,tt2561572,6.0,2016,1h 40m
1229. Wallace & Gromit: The Curse of the Were-Rabbit,tt0312004,7.5,1h 43m,1h 25m
1230. Jack the Giant Slayer,tt1351685,6.3,PG-13,1h 54m
1231. Magic Mike,tt1915581,6.1,2010,1h 50m
1232. Phantom Thread,tt5776858,7.4,1h 50m,2h 10m
1233. Hotel Transylvania 2,tt2510894,6.6,PG-13,1h 29m
1234. The Dark Tower,tt1648190,5.6,2004,1h 35m
1235. Blended,tt1086772,6.5,2h 11m,1h 57m
1236. The Autopsy of Jane Doe,tt3289956,6.8,PG,1h 26m
1237. The Thing,tt0905372,6.2,2007,1h 43m
1238. The Hunger Games: The Ballad of Songbirds & Snakes,tt10545296,6.7,2h 4m,2h 37m
1239. Joy,tt2446980,6.6,R,2h 4m
1240. Dumb and Dumber To,tt2096672,5.6,2014,1h 49m
1241. Shallow Hal,tt0256380,6.0,1h 52m,1h 54m
1242. Reign of Fire,tt0253556,6.2,R,1h 41m
1243. Escape Room,tt5886046,6.4,2008,1h 39m
1244. Jeepers Creepers,tt0263488,6.2,1h 51m,1h 30m
1245. She's Out of My League,tt0815236,6.4,R,1h 44m
1246. The Scorpion King,tt0277296,5.5,2010,1h 32m
1247. The Shallows,tt4052882,6.3,1h 35m,1h 26m
1248. The Last Stand,tt1549920,6.3,R,1h 47m
1249. My Big Fat Greek Wedding,tt0259446,6.6,2010,1h 35m
1250. Lara Croft: Tomb Raider - The Cradle of Life,tt0325703,5.5,2h 5m,1h 57m
1251. R.I.P.D.,tt0790736,5.6,PG,1h 36m
1252. The Conjuring: The Devil Made Me Do It,tt7069210,6.3,2008,1h 52m
1253. John Q,tt0251160,7.1,1h 36m,1h 56m
1254. The Boss Baby,tt3874544,6.3,R,1h 37m
1255. Snakes on a Plane,tt0417148,5.5,2023,1h 45m
1256. Along Came Polly,tt0343135,6.0,2h 49m,1h 30m
1257. Hunt for the Wilderpeople,tt4698684,7.8,R,1h 41m
1258. Lights Out,tt4786282,6.3,2017,1h 21m
1259. The Big Sick,tt5462602,7.5,1h 58m,2h
1260. Carol,tt2402927,7.3,PG-13,1h 58m
1261. Still Alice,tt3316960,7.5,2017,1h 41m
1262. Green Room,tt4062536,7.0,2h 9m,1h 35m
"1263. Hail, Caesar!",tt0475290,6.3,PG-13,1h 46m
1264. Mortal Engines,tt1571234,6.1,2001,2h 8m
1265. The Rundown,tt0327850,6.7,3h 3m,1h 44m
1266. Good Time,tt4846232,7.3,PG-13,1h 42m
1267. The Monuments Men,tt2177771,6.1,2004,1h 58m
1268. Green Zone,tt0947810,6.8,2h 2m,1h 55m
1269. Trainwreck,tt3152624,6.2,PG-13,2h 5m
1270. Monster House,tt0385880,6.7,2019,1h 31m
1271. Licorice Pizza,tt11271038,7.1,1h 56m,2h 13m
1272. Gifted,tt4481414,7.6,R,1h 41m
1273. The Edge of Seventeen,tt1878870,7.3,2019,1h 44m
1274. The Book Thief,tt0816442,7.5,2h 17m,2h 11m
1275. The Recruit,tt0292506,6.6,R,1h 55m
1276. Johnny English Reborn,tt1634122,6.3,2007,1h 41m
1277. Bronson,tt1172570,7.0,1h 27m,1h 32m
1278. Harold & Kumar Escape from Guantanamo Bay,tt0481536,6.5,PG-13,1h 54m
1279. King Richard,tt9620288,7.5,2018,2h 24m
1280. Capote,tt0379725,7.3,2h 8m,1h 54m
1281. Oculus,tt2388715,6.5,PG-13,1h 44m
1282. The Exorcism of Emily Rose,tt0404032,6.7,2001,1h 59m
1283. Identity Thief,tt2024432,5.7,2h 10m,1h 51m
1284. The Hours,tt0274558,7.5,PG-13,1h 50m
1285. Elemental,tt15789038,7.0,2009,1h 41m
1286. Nerve,tt3531824,6.5,1h 49m,1h 36m
1287. Flushed Away,tt0424095,6.6,R,1h 25m
1288. Baahubali: The Beginning,tt2631186,8.0,2002,2h 39m
1289. Clerks II,tt0424345,7.3,1h 47m,1h 37m
1290. Accepted,tt0384793,6.4,R,1h 33m
1291. Wild,tt2305051,7.1,2007,1h 55m
1292. Saw V,tt1132626,5.8,2h 6m,1h 32m
1293. Greenland,tt7737786,6.4,R,1h 59m
1294. Let's Be Cops,tt1924435,6.4,2012,1h 44m
1295. Kubo and the Two Strings,tt4302938,7.7,2h 38m,1h 41m
1296. The Marvels,tt10676048,5.5,PG-13,1h 45m
1297. Gamer,tt1034032,5.7,2005,1h 35m
1298. The Break-Up,tt0452594,5.8,1h 46m,1h 46m
1299. Hairspray,tt0427327,6.7,PG-13,1h 57m
1300. Me and Earl and the Dying Girl,tt2582496,7.7,2013,1h 45m
1301. Life as We Know It,tt1055292,6.5,1h 54m,1h 54m
1302. Matchstick Men,tt0325805,7.3,PG,1h 56m
1303. The Mortal Instruments: City of Bones,tt1538403,5.8,2010,2h 10m
1304. Where the Crawdads Sing,tt9411972,7.2,1h 43m,2h 5m
1305. Paddington,tt1109624,7.3,PG-13,1h 35m
1306. Past Lives,tt13238346,7.8,2001,1h 45m
1307. Jack Ryan: Shadow Recruit,tt1205537,6.2,1h 32m,1h 45m
1308. Night at the Museum: Secret of the Tomb,tt2692250,6.2,PG-13,1h 38m
1309. Antichrist,tt0870984,6.5,2010,1h 48m
1310. An Education,tt1174732,7.2,1h 58m,1h 40m
1311. The Men Who Stare at Goats,tt1234548,6.2,R,1h 34m
1312. Aliens vs. Predator: Requiem,tt0758730,4.6,2011,1h 34m
1313. Atlantis: The Lost Empire,tt0230011,6.9,1h 40m,1h 35m
1314. Doubt,tt0918927,7.5,R,1h 44m
1315. Allegiant,tt3410834,5.7,2012,2h
1316. The Campaign,tt1790886,6.1,1h 23m,1h 25m
1317. Evolution,tt0251075,6.1,R,1h 41m
1318. Black Mirror: Bandersnatch,tt9495224,7.1,2017,1h 30m
1319. What Happened to Monday,tt1536537,6.8,1h 34m,2h 3m
1320. Skyscraper,tt5758778,5.8,R,1h 42m
1321. Last Vegas,tt1204975,6.6,2005,1h 45m
1322. Treasure Planet,tt0133240,7.2,2h 2m,1h 35m
1323. The Hunt,tt8244784,6.6,R,1h 30m
1324. House of Wax,tt0397065,5.5,2018,1h 53m
1325. 12th Fail,tt23849204,8.8,1h 58m,2h 27m
1326. The Walk,tt3488710,7.3,PG,2h 3m
1327. Killer Elite,tt1448755,6.4,2013,1h 56m
1328. Daybreakers,tt0433362,6.4,1h 40m,1h 38m
1329. Bad Moms,tt4651520,6.2,R,1h 40m
"1330. 10,000 BC",tt0443649,5.1,2015,1h 49m
1331. Wrong Turn,tt0295700,6.1,1h 56m,1h 24m
1332. Mr. Bean's Holiday,tt0453451,6.4,PG-13,1h 30m
1333. The Equalizer 3,tt17024450,6.8,2005,1h 49m
1334. Dirty Grandpa,tt1860213,5.9,2h 9m,1h 42m
1335. Swiss Army Man,tt4034354,6.9,PG,1h 37m
1336. The Bounty Hunter,tt1038919,5.5,2015,1h 50m
1337. The Score,tt0227445,6.8,2h 5m,2h 4m
1338. 16 Blocks,tt0450232,6.6,R,1h 42m
1339. I Origins,tt2884206,7.3,2016,1h 46m
1340. Burnt,tt2503944,6.6,1h 46m,1h 41m
1341. Savages,tt1615065,6.4,2017,2h 11m
1342. The Host,tt0468492,7.1,2h 9m,2h
1343. Dil Bechara,tt8110330,8.3,PG,1h 41m
1344. Syriana,tt0365737,6.9,2007,2h 8m
1345. Triangle,tt1187064,6.9,1h 33m,1h 39m
1346. T2 Trainspotting,tt2763304,7.1,PG,1h 57m
1347. The Kids Are All Right,tt0842926,7.0,2011,1h 46m
1348. The Dreamers,tt0309987,7.1,2h 6m,1h 55m
1349. The Two Popes,tt8404614,7.6,PG,2h 5m
1350. About Schmidt,tt0257360,7.2,2003,2h 5m
1351. J. Edgar,tt1616195,6.5,1h 49m,2h 17m
1352. Charlie's Angels: Full Throttle,tt0305357,4.9,PG-13,1h 46m
1353. Adipurush,tt12915716,2.7,2005,2h 59m
1354. Okja,tt3967856,7.3,1h 58m,2h
1355. Booksmart,tt1489887,7.1,PG-13,1h 42m
1356. Carnage,tt1692486,7.1,2021,1h 20m
1357. Journey to the Center of the Earth,tt0373051,5.8,1h 32m,1h 33m
1358. One Hour Photo,tt0265459,6.8,R,1h 36m
1359. The Watch,tt1298649,5.7,2007,1h 42m
1360. The Lorax,tt1482459,6.4,2h 2m,1h 26m
1361. Æon Flux,tt0402022,5.4,R,1h 33m
1362. The Florida Project,tt5649144,7.6,2006,1h 51m
1363. Halloween,tt0373883,6.0,2h 19m,1h 49m
1364. The Kingdom,tt0431197,7.0,R,1h 50m
1365. The Raid 2,tt2265171,7.9,2016,2h 30m
1366. Nymphomaniac: Vol. I,tt1937390,6.9,1h 51m,1h 57m
1367. Homefront,tt2312718,6.5,R,1h 40m
1368. Infernal Affairs,tt0338564,8.0,2014,1h 41m
1369. Gerald's Game,tt3748172,6.5,2h 45m,1h 43m
1370. A Christmas Carol,tt1067106,6.8,PG-13,1h 36m
1371. The Phantom of the Opera,tt0293508,7.2,2012,2h 23m
1372. Tears of the Sun,tt0314353,6.6,1h 52m,2h 1m
1373. Neighbors 2: Sorority Rising,tt4438848,5.7,PG-13,1h 32m
1374. Hall Pass,tt0480687,5.9,2006,1h 45m
1375. Safety Not Guaranteed,tt1862079,6.9,2h 16m,1h 26m
1376. The Little Things,tt10016180,6.3,PG-13,2h 8m
1377. Shazam! Fury of the Gods,tt10151854,5.9,2014,2h 10m
1378. The Time Machine,tt0268695,6.0,1h 37m,1h 36m
1379. Daddy's Home,tt1528854,6.2,R,1h 36m
1380. Scary Movie 4,tt0362120,5.1,2010,1h 23m
1381. The Crazies,tt0455407,6.5,1h 40m,1h 41m
1382. Rebel Moon - Part One: A Child of Fire,tt14998742,5.6,PG-13,2h 13m
1383. Eragon,tt0449010,5.1,2006,1h 44m
1384. The Mitchells vs. the Machines,tt7979580,7.6,2h 6m,1h 54m
1385. Parker,tt1904996,6.2,PG-13,1h 58m
1386. Something's Gotta Give,tt0337741,6.7,2016,2h 8m
1387. The Best Offer,tt1924396,7.8,2h 8m,2h 11m
1388. Shershaah,tt10295212,8.3,R,2h 15m
1389. Max Payne,tt0467197,5.3,2015,1h 40m
1390. The Call,tt1911644,6.7,2h 22m,1h 34m
1391. Scream VI,tt17663992,6.4,PG-13,2h 2m
1392. The Good Dinosaur,tt1979388,6.7,2002,1h 33m
1393. Australia,tt0455824,6.6,1h 50m,2h 45m
1394. Y tu mamá también,tt0245574,7.7,R,1h 46m
1395. Julie & Julia,tt1135503,7.0,2005,2h 3m
1396. Anyone But You,tt26047818,6.1,2h 16m,1h 43m
1397. Flags of Our Fathers,tt0418689,7.1,PG-13,2h 15m
1398. Pacific Rim: Uprising,tt2557478,5.6,2011,1h 51m
1399. Cars 3,tt3606752,6.7,1h 30m,1h 42m
1400. This Is England,tt0480025,7.7,PG,1h 41m
1401. Freddy vs. Jason,tt0329101,5.7,2021,1h 37m
1402. You Were Never Really Here,tt5742374,6.7,1h 58m,1h 29m
1403. Just Friends,tt0433400,6.2,PG-13,1h 36m
1404. The Pale Blue Eye,tt14138650,6.6,2016,2h 8m
1405. Spy Kids,tt0227538,5.6,2h 9m,1h 28m
1406. Scooby-Doo,tt0267913,5.3,PG-13,1h 26m
1407. Bombshell,tt6394270,6.8,2017,1h 49m
1408. Downsizing,tt1389072,5.8,2h 12m,2h 15m
1409. Let Me In,tt1228987,7.1,R,1h 56m
1410. If I Stay,tt1355630,6.7,2006,1h 47m
1411. Sex and the City,tt1000774,5.7,1h 50m,2h 25m
1412. Step Up,tt0462590,6.5,R,1h 44m
"1413. Love, Simon",tt5164432,7.5,2010,1h 50m
1414. Percy Jackson: Sea of Monsters,tt1854564,5.7,1h 51m,1h 46m
1415. Saw VI,tt1233227,6.0,PG-13,1h 30m
1416. Final Destination 5,tt1622979,5.9,2019,1h 32m
1417. Gods of Egypt,tt2404233,5.4,2h 15m,2h 7m
1418. Exam,tt1258197,6.7,R,1h 41m
1419. Ghost Rider: Spirit of Vengeance,tt1071875,4.3,2008,1h 36m
1420. A Walk Among the Tombstones,tt0365907,6.5,1h 28m,1h 54m
1421. Two Weeks Notice,tt0313737,6.2,PG-13,1h 41m
1422. To All the Boys I've Loved Before,tt3846674,7.0,2009,1h 39m
1423. Ghost World,tt0162346,7.3,1h 49m,1h 51m
1424. Fast X,tt5433140,5.7,R,2h 21m
1425. Why Him?,tt4501244,6.2,2001,1h 51m
1426. Pearl,tt18925334,7.0,2h 26m,1h 43m
1427. Lightyear,tt10298810,6.1,PG-13,1h 45m
1428. Knock at the Cabin,tt15679400,6.1,2012,1h 40m
1429. The Life of David Gale,tt0289992,7.5,1h 32m,2h 10m
1430. The Commuter,tt1590193,6.3,PG-13,1h 44m
1431. Den of Thieves,tt1259528,7.0,2002,2h 20m
1432. The Brothers Grimm,tt0355295,5.9,1h 32m,1h 58m
1433. Catwoman,tt0327554,3.4,PG-13,1h 44m
1434. Brother Bear,tt0328880,6.9,2008,1h 25m
1435. The Giver,tt0435651,6.4,1h 38m,1h 37m
1436. The Ritual,tt5638642,6.3,R,1h 34m
1437. Out of the Furnace,tt1206543,6.7,2012,1h 56m
1438. Contraband,tt1524137,6.4,1h 43m,1h 49m
1439. Bone Tomahawk,tt2494362,7.1,R,2h 12m
1440. The Sum of All Fears,tt0164184,6.5,2005,2h 4m
1441. Charlie Wilson's War,tt0472062,7.0,2h 24m,1h 42m
1442. Sweet Home Alabama,tt0256415,6.2,R,1h 48m
1443. Valentine's Day,tt0817230,5.7,2002,2h 5m
1444. Soorarai Pottru,tt10189514,8.7,1h 58m,2h 33m
1445. Alice Through the Looking Glass,tt2567026,6.2,R,1h 53m
1446. The Foreigner,tt1615160,7.0,2012,1h 53m
1447. Miami Vice,tt0430357,6.1,2h 37m,2h 12m
1448. The Skeleton Key,tt0397101,6.5,R,1h 44m
1449. Gemini Man,tt1025100,5.7,2016,1h 57m
1450. Priest,tt0822847,5.7,2h 17m,1h 27m
1451. Silence,tt0490215,7.2,R,2h 41m
1452. Sound of Freedom,tt7599146,7.6,2009,2h 11m
1453. Marie Antoinette,tt0422720,6.5,2h 20m,2h 3m
1454. Rat Race,tt0250687,6.5,R,1h 52m
1455. Nebraska,tt1821549,7.7,2017,1h 55m
1456. Instant Family,tt7401588,7.3,2h 2m,1h 58m
1457. Ride Along,tt1408253,6.1,R,1h 39m
1458. A Haunting in Venice,tt22687790,6.5,2008,1h 43m
1459. Bridget Jones: The Edge of Reason,tt0317198,6.0,1h 49m,1h 48m
1460. Asteroid City,tt14230388,6.5,R,1h 45m
1461. Wild Hogs,tt0486946,5.8,2017,1h 40m
1462. Vacation,tt1524930,6.2,1h 45m,1h 39m
1463. Funny People,tt1201167,6.3,PG,2h 26m
1464. The Family,tt2404311,6.3,2016,1h 51m
1465. Long Shot,tt2139881,6.8,1h 56m,2h 5m
1466. Serendipity,tt0240890,6.8,R,1h 30m
1467. The Fabelmans,tt14208870,7.5,2003,2h 31m
1468. The Way Back,tt1023114,7.3,1h 37m,2h 13m
1469. Rang De Basanti,tt0405508,8.1,PG,2h 47m
1470. The Green Knight,tt9243804,6.6,2009,2h 10m
1471. Death at a Funeral,tt0795368,7.3,1h 33m,1h 30m
1472. Geostorm,tt1981128,5.3,G,1h 51m
1473. Maleficent: Mistress of Evil,tt4777008,6.6,2006,1h 59m
1474. From Paris with Love,tt1179034,6.4,2h 23m,1h 32m
1475. Street Kings,tt0421073,6.8,R,1h 49m
1476. Hamilton,tt8503618,8.3,2014,2h 40m
"1477. tick, tick... BOOM!",tt8721424,7.5,1h 42m,1h 55m
1478. Lagaan: Once Upon a Time in India,tt0169102,8.1,R,3h 44m
1479. Once,tt0907657,7.8,2011,1h 26m
1480. The Huntsman: Winter's War,tt2381991,6.1,1h 46m,1h 54m
1481. Insidious: Chapter 3,tt3195644,6.1,PG-13,1h 37m
1482. The Invitation,tt2400463,6.6,2022,1h 40m
1483. The Unforgivable,tt11233960,7.1,2h 41m,1h 52m
1484. The Other Boleyn Girl,tt0467200,6.7,PG-13,1h 55m
1485. Water for Elephants,tt1067583,6.9,2007,2h
1486. Little Fockers,tt0970866,5.5,2h 7m,1h 38m
1487. Gothika,tt0348836,5.8,R,1h 38m
1488. The Butler,tt1327773,7.2,2012,2h 12m
1489. The Jacket,tt0366627,7.1,2h 15m,1h 43m
1490. Frankenweenie,tt1142977,6.9,PG-13,1h 27m
1491. Friday the 13th,tt0758746,5.5,2008,1h 37m
1492. Doom,tt0419706,5.2,2h 3m,1h 45m
1493. Fences,tt2671706,7.2,PG-13,2h 19m
1494. Seeking a Friend for the End of the World,tt1307068,6.7,2015,1h 41m
1495. The Fall,tt0460791,7.8,1h 32m,1h 57m
1496. The Zone of Interest,tt7160372,7.4,R,1h 45m
1497. Safe,tt1656190,6.5,2009,1h 34m
1498. Greyhound,tt6048922,7.0,1h 47m,1h 31m
1499. Baahubali 2: The Conclusion,tt4849438,8.2,PG-13,2h 47m
1500. Only God Forgives,tt1602613,5.7,2001,1h 30m
1501. The 5th Wave,tt2304933,5.2,1h 50m,1h 52m
1502. Premium Rush,tt1547234,6.5,R,1h 31m
1503. Paul Blart: Mall Cop,tt1114740,5.3,2015,1h 31m
1504. The Host,tt1517260,5.8,2h 13m,2h 5m
1505. Sex Tape,tt1956620,5.1,PG-13,1h 34m
1506. The Amityville Horror,tt0384806,5.9,2023,1h 30m
1507. A Single Man,tt1315981,7.5,2h 21m,1h 39m
1508. The Final Destination,tt1144884,5.1,R,1h 22m
"1509. As Above, So Below",tt2870612,6.3,2019,1h 33m
1510. Not Another Teen Movie,tt0277371,5.8,2h 49m,1h 29m
